id,total,profit,pharmacy_id,pharmacist_id,created_at,day,date,year,year_month_value,week_of_month
606,130.26,31.14,116,218,2026-01-19T12:38:00,19,2026-01-19,2026,2026-01,4
607,183.92,45.48,101,229,2025-12-27T12:11:24,27,2025-12-27,2025,2025-12,4
608,504.83,109.31,113,212,2026-04-24T15:52:24,24,2026-04-24,2026,2026-04,4
609,33.82,9.78,111,217,2025-08-22T09:47:29,22,2025-08-22,2025,2025-08,4
610,701.90,250.96,113,217,2025-07-21T13:59:37,21,2025-07-21,2025,2025-07,4
611,506.86,155.70,106,230,2025-11-03T13:07:51,3,2025-11-03,2025,2025-11,2
612,680.70,179.96,115,209,2025-08-03T16:38:12,3,2025-08-03,2025,2025-08,1
613,603.48,141.47,105,227,2025-11-17T11:25:10,17,2025-11-17,2025,2025-11,4
614,467.43,141.82,120,206,2026-02-18T17:47:12,18,2026-02-18,2026,2026-02,4
615,71.71,22.06,118,209,2026-02-05T14:56:30,5,2026-02-05,2026,2026-02,2
616,279.44,60.61,101,230,2025-11-08T09:41:50,8,2025-11-08,2025,2025-11,2
617,91.07,22.40,113,227,2026-01-31T13:10:00,31,2026-01-31,2026,2026-01,5
618,51.45,17.07,119,216,2026-02-25T15:07:11,25,2026-02-25,2026,2026-02,5
619,848.47,234.61,119,226,2025-05-14T11:44:39,14,2025-05-14,2025,2025-05,3
620,565.70,160.81,101,210,2025-01-08T10:35:51,8,2025-01-08,2025,2025-01,2
621,266.24,96.20,103,224,2025-11-01T15:07:10,1,2025-11-01,2025,2025-11,1
622,151.68,32.10,114,228,2025-04-08T15:09:51,8,2025-04-08,2025,2025-04,2
623,378.72,136.50,105,211,2026-07-05T13:18:49,5,2026-07-05,2026,2026-07,1
624,33.36,6.72,115,226,2026-02-26T18:03:49,26,2026-02-26,2026,2026-02,5
625,235.34,71.76,106,204,2025-11-30T15:27:56,30,2025-11-30,2025,2025-11,5
626,574.01,128.20,102,215,2025-05-20T13:57:17,20,2025-05-20,2025,2025-05,4
627,396.54,125.10,109,203,2026-02-05T11:03:59,5,2026-02-05,2026,2026-02,2
628,205.02,59.86,113,205,2026-03-28T14:31:07,28,2026-03-28,2026,2026-03,5
629,240.92,64.76,111,225,2026-06-20T19:40:09,20,2026-06-20,2026,2026-06,3
630,558.56,146.46,107,208,2025-01-05T08:53:09,5,2025-01-05,2025,2025-01,1
631,184.00,63.12,115,228,2025-06-21T11:02:27,21,2025-06-21,2025,2025-06,4
632,131.44,35.85,111,222,2026-07-30T19:24:37,30,2026-07-30,2026,2026-07,5
633,491.44,122.24,111,224,2025-06-27T08:16:22,27,2025-06-27,2025,2025-06,5
634,461.70,152.55,113,222,2026-07-04T18:21:43,4,2026-07-04,2026,2026-07,1
635,437.24,133.28,109,213,2025-05-17T14:02:41,17,2025-05-17,2025,2025-05,3
636,314.31,117.72,114,228,2026-04-05T14:57:39,5,2026-04-05,2026,2026-04,1
637,120.23,28.00,109,226,2025-08-31T15:48:02,31,2025-08-31,2025,2025-08,5
638,1468.02,351.78,103,218,2025-02-08T12:20:01,8,2025-02-08,2025,2025-02,2
639,595.62,149.07,116,212,2025-02-25T12:31:15,25,2025-02-25,2025,2025-02,5
640,506.16,186.12,101,203,2025-03-13T11:30:13,13,2025-03-13,2025,2025-03,3
641,145.57,36.12,118,226,2025-04-04T11:09:42,4,2025-04-04,2025,2025-04,1
642,136.99,40.48,102,213,2025-06-30T19:01:45,30,2025-06-30,2025,2025-06,5
643,547.12,123.61,112,201,2026-01-04T15:14:59,4,2026-01-04,2026,2026-01,1
644,491.80,135.59,108,209,2025-06-29T12:41:01,29,2025-06-29,2025,2025-06,5
645,624.88,162.68,103,218,2026-05-19T15:21:52,19,2026-05-19,2026,2026-05,4
646,1062.66,342.58,102,204,2025-12-23T17:16:37,23,2025-12-23,2025,2025-12,4
647,902.55,234.99,101,215,2025-06-01T12:45:26,1,2025-06-01,2025,2025-06,1
648,556.50,159.70,108,212,2025-07-13T15:41:58,13,2025-07-13,2025,2025-07,2
649,304.86,103.50,107,222,2026-02-26T09:37:04,26,2026-02-26,2026,2026-02,5
650,420.62,125.26,101,224,2025-10-03T11:48:51,3,2025-10-03,2025,2025-10,1
651,446.56,123.17,120,222,2025-07-22T16:51:21,22,2025-07-22,2025,2025-07,4
652,449.06,135.59,105,209,2025-07-16T12:43:16,16,2025-07-16,2025,2025-07,3
653,309.60,116.88,108,219,2025-03-04T12:50:37,4,2025-03-04,2025,2025-03,2
654,212.96,80.36,105,213,2025-08-05T17:30:31,5,2025-08-05,2025,2025-08,2
655,844.71,231.57,116,227,2025-09-30T16:50:45,30,2025-09-30,2025,2025-09,5
656,74.15,21.20,104,221,2026-02-16T10:31:40,16,2026-02-16,2026,2026-02,4
657,735.96,202.66,119,212,2025-09-12T14:42:25,12,2025-09-12,2025,2025-09,2
658,117.69,43.11,107,204,2026-05-12T15:17:05,12,2026-05-12,2026,2026-05,3
659,531.66,148.80,115,222,2025-04-13T15:00:22,13,2025-04-13,2025,2025-04,2
660,374.54,100.48,109,208,2026-07-16T16:29:52,16,2026-07-16,2026,2026-07,3
661,663.00,195.76,112,216,2025-04-02T09:55:12,2,2025-04-02,2025,2025-04,1
662,598.88,165.68,106,201,2026-05-19T09:38:47,19,2026-05-19,2026,2026-05,4
663,83.68,21.88,120,220,2026-07-30T15:57:16,30,2026-07-30,2026,2026-07,5
664,322.86,115.00,120,229,2025-04-29T18:25:41,29,2025-04-29,2025,2025-04,5
665,86.36,28.86,104,218,2026-01-09T10:17:57,9,2026-01-09,2026,2026-01,2
666,191.26,58.34,106,211,2026-05-27T16:17:50,27,2026-05-27,2026,2026-05,5
667,980.84,315.14,110,230,2025-05-07T12:58:40,7,2025-05-07,2025,2025-05,2
668,684.24,213.34,104,220,2025-07-03T16:52:29,3,2025-07-03,2025,2025-07,1
669,310.21,74.80,119,208,2025-07-19T17:58:34,19,2025-07-19,2025,2025-07,3
670,189.24,55.86,101,221,2025-07-20T19:51:19,20,2025-07-20,2025,2025-07,3
671,1096.51,338.93,110,203,2025-06-01T14:51:17,1,2025-06-01,2025,2025-06,1
672,73.46,17.66,119,221,2025-09-08T08:37:07,8,2025-09-08,2025,2025-09,2
673,1157.67,341.17,113,227,2025-06-26T19:53:01,26,2025-06-26,2025,2025-06,5
674,254.20,74.85,113,215,2026-06-06T12:05:41,6,2026-06-06,2026,2026-06,1
675,327.09,84.46,107,230,2025-04-07T18:47:34,7,2025-04-07,2025,2025-04,2
676,734.93,238.16,103,223,2026-07-05T11:21:56,5,2026-07-05,2026,2026-07,1
677,410.59,95.92,119,210,2025-07-04T08:05:48,4,2025-07-04,2025,2025-07,1
678,547.26,147.77,108,221,2025-01-01T12:31:15,1,2025-01-01,2025,2025-01,1
679,97.57,31.45,104,214,2026-07-06T17:17:42,6,2026-07-06,2026,2026-07,2
680,212.45,44.82,110,204,2025-05-18T18:57:42,18,2025-05-18,2025,2025-05,3
681,638.83,190.06,120,205,2025-06-17T15:16:58,17,2025-06-17,2025,2025-06,4
682,377.20,96.53,104,202,2025-06-17T15:38:24,17,2025-06-17,2025,2025-06,4
683,418.88,137.31,119,202,2025-04-23T17:58:57,23,2025-04-23,2025,2025-04,4
684,697.47,220.68,102,210,2025-06-29T17:35:03,29,2025-06-29,2025,2025-06,5
685,471.32,157.79,112,216,2025-11-22T15:05:30,22,2025-11-22,2025,2025-11,4
686,276.54,58.38,118,204,2025-05-11T12:42:57,11,2025-05-11,2025,2025-05,2
687,731.40,218.32,114,204,2025-05-27T14:53:45,27,2025-05-27,2025,2025-05,5
688,569.05,182.93,112,208,2026-04-25T17:08:34,25,2026-04-25,2026,2026-04,4
689,166.20,44.71,103,229,2025-03-23T09:23:46,23,2025-03-23,2025,2025-03,4
690,483.43,136.24,117,218,2026-03-11T17:15:37,11,2026-03-11,2026,2026-03,3
691,1571.82,494.70,111,205,2025-07-14T08:07:57,14,2025-07-14,2025,2025-07,3
692,467.86,124.04,101,213,2025-06-29T09:22:03,29,2025-06-29,2025,2025-06,5
693,694.42,192.64,114,215,2025-05-01T13:16:49,1,2025-05-01,2025,2025-05,1
694,193.09,41.99,116,212,2026-05-15T09:02:48,15,2026-05-15,2026,2026-05,3
695,209.70,57.72,104,222,2025-07-22T09:32:33,22,2025-07-22,2025,2025-07,4
696,794.74,180.90,114,224,2025-11-03T14:38:07,3,2025-11-03,2025,2025-11,2
697,742.86,176.76,112,223,2026-02-09T15:39:54,9,2026-02-09,2026,2026-02,3
698,538.44,169.50,115,218,2025-11-29T15:16:46,29,2025-11-29,2025,2025-11,5
699,247.25,67.98,105,214,2026-05-07T13:16:10,7,2026-05-07,2026,2026-05,2
700,1042.01,227.81,114,219,2026-03-16T11:36:43,16,2026-03-16,2026,2026-03,4
701,257.18,87.81,106,224,2026-03-13T08:19:17,13,2026-03-13,2026,2026-03,3
702,319.57,79.83,117,224,2025-12-11T15:45:23,11,2025-12-11,2025,2025-12,2
703,201.76,60.17,109,205,2025-11-26T11:51:32,26,2025-11-26,2025,2025-11,5
704,494.85,125.61,120,229,2026-07-20T10:22:19,20,2026-07-20,2026,2026-07,4
705,51.92,18.82,118,214,2025-05-14T19:27:38,14,2025-05-14,2025,2025-05,3
706,709.54,178.99,116,221,2025-07-15T11:30:43,15,2025-07-15,2025,2025-07,3
707,283.54,61.81,115,204,2026-07-28T14:19:23,28,2026-07-28,2026,2026-07,5
708,121.32,41.58,114,227,2025-10-24T08:49:38,24,2025-10-24,2025,2025-10,4
709,80.04,22.56,119,216,2026-06-30T17:20:51,30,2026-06-30,2026,2026-06,5
710,524.40,175.17,109,220,2026-02-04T15:17:50,4,2026-02-04,2026,2026-02,2
711,367.29,81.63,111,214,2025-11-07T12:00:39,7,2025-11-07,2025,2025-11,2
712,416.00,98.58,108,209,2025-10-04T08:56:16,4,2025-10-04,2025,2025-10,1
713,729.10,218.86,103,202,2026-07-17T12:48:24,17,2026-07-17,2026,2026-07,3
714,269.13,87.14,109,223,2025-10-14T11:13:02,14,2025-10-14,2025,2025-10,3
715,347.72,96.14,115,212,2026-07-19T11:45:10,19,2026-07-19,2026,2026-07,3
716,451.17,126.10,108,207,2025-07-13T18:22:13,13,2025-07-13,2025,2025-07,2
717,533.12,100.04,115,215,2025-04-13T17:35:22,13,2025-04-13,2025,2025-04,2
718,94.80,22.15,119,215,2025-02-14T10:24:22,14,2025-02-14,2025,2025-02,3
719,32.28,10.72,120,208,2026-07-10T14:09:36,10,2026-07-10,2026,2026-07,2
720,283.61,56.89,113,228,2025-06-17T13:35:44,17,2025-06-17,2025,2025-06,4
721,190.83,67.03,111,212,2025-05-26T08:01:19,26,2025-05-26,2025,2025-05,5
722,468.23,126.10,101,204,2026-01-29T10:02:46,29,2026-01-29,2026,2026-01,5
723,1000.29,300.90,116,222,2026-03-12T10:44:04,12,2026-03-12,2026,2026-03,3
724,177.01,59.05,111,212,2025-05-31T13:49:48,31,2025-05-31,2025,2025-05,5
725,253.74,54.90,106,218,2025-10-13T10:38:00,13,2025-10-13,2025,2025-10,3
726,657.43,214.30,116,229,2025-12-28T13:48:46,28,2025-12-28,2025,2025-12,4
727,874.11,259.35,107,221,2026-01-29T09:31:19,29,2026-01-29,2026,2026-01,5
728,223.09,77.28,112,212,2025-12-24T14:34:09,24,2025-12-24,2025,2025-12,4
729,282.59,86.92,109,202,2025-05-22T10:08:03,22,2025-05-22,2025,2025-05,4
730,22.75,5.57,111,213,2025-03-17T16:40:49,17,2025-03-17,2025,2025-03,4
731,330.72,87.68,109,209,2025-06-03T11:19:15,3,2025-06-03,2025,2025-06,2
732,1099.52,359.86,120,207,2025-06-14T08:11:52,14,2025-06-14,2025,2025-06,3
733,72.76,25.06,109,204,2025-08-05T15:17:20,5,2025-08-05,2025,2025-08,2
734,580.08,143.41,118,228,2025-03-21T16:31:39,21,2025-03-21,2025,2025-03,4
735,21.95,4.00,101,227,2025-10-16T10:57:46,16,2025-10-16,2025,2025-10,3
736,726.94,181.99,117,215,2025-07-12T18:02:35,12,2025-07-12,2025,2025-07,2
737,577.82,177.78,107,203,2025-02-16T08:52:28,16,2025-02-16,2025,2025-02,3
738,777.20,174.05,103,222,2025-04-10T14:01:53,10,2025-04-10,2025,2025-04,2
739,575.54,190.24,108,207,2025-04-06T12:12:56,6,2025-04-06,2025,2025-04,1
740,284.61,93.01,114,221,2026-06-20T14:12:54,20,2026-06-20,2026,2026-06,3
741,443.02,144.64,116,221,2025-01-16T10:35:46,16,2025-01-16,2025,2025-01,3
742,598.71,145.95,118,220,2025-04-02T09:17:41,2,2025-04-02,2025,2025-04,1
743,848.46,239.94,108,201,2025-05-07T18:21:12,7,2025-05-07,2025,2025-05,2
744,409.50,131.04,116,202,2025-02-13T19:17:52,13,2025-02-13,2025,2025-02,3
745,105.21,30.93,116,226,2025-01-09T10:48:49,9,2025-01-09,2025,2025-01,2
746,670.85,192.36,115,211,2025-08-17T15:04:02,17,2025-08-17,2025,2025-08,3
747,601.74,132.32,101,208,2025-12-17T19:00:07,17,2025-12-17,2025,2025-12,3
748,254.90,57.75,103,205,2026-03-17T16:37:05,17,2026-03-17,2026,2026-03,4
749,112.23,26.91,110,226,2025-03-27T10:34:48,27,2025-03-27,2025,2025-03,5
750,535.30,119.83,108,219,2026-04-08T15:38:26,8,2026-04-08,2026,2026-04,2
