id,name,expired_date,purchase_price,selling_price,profit,quantity,batch_number,type,status,supplier_id,category_id,pharmacy_id,low,sold_quantity,active,in_stock
406,Smecta,2026-02,48.6,89.34,40.74,135,MA-BATCH-69347,CREAM,AVAILABLE,148,249,198,False,237,True,True
407,Doliprane 500mg,2027-06,121.44,174.89,53.45,14,MA-BATCH-61735,INJECTION,AVAILABLE,410,456,13,False,212,True,True
408,Doliprane 1000mg,2028-04,47.53,87.19,39.66,35,MA-BATCH-24788,TABLET,AVAILABLE,142,156,28,False,430,True,True
409,Azix 500mg,2027-09,171.61,179.31,7.7,132,MA-BATCH-45182,SYRUP,AVAILABLE,398,260,209,False,114,True,True
410,Rhinathiol,2028-01,178.82,195.51,16.69,115,MA-BATCH-76782,SYRUP,AVAILABLE,554,620,416,False,265,True,True
411,Aerius 5mg,2028-01,134.42,174.52,40.1,52,MA-BATCH-53983,DROPS,AVAILABLE,260,293,446,False,458,True,True
412,Smecta,2027-07,166.14,178.46,12.32,143,MA-BATCH-84482,DROPS,AVAILABLE,54,117,193,False,84,True,True
413,Doliprane 1000mg,2026-06,58.16,83.49,25.33,23,MA-BATCH-95601,TABLET,AVAILABLE,80,111,340,False,159,True,True
414,Azix 500mg,2025-09,79.6,110.74,31.14,135,MA-BATCH-16394,SYRUP,AVAILABLE,537,522,37,False,156,True,True
415,Augmentin 1g,2025-05,57.12,65.87,8.75,72,MA-BATCH-18372,CAPSULE,AVAILABLE,416,395,522,False,184,True,True
416,Magne B6,2026-09,27.51,44.26,16.75,84,MA-BATCH-95790,TABLET,AVAILABLE,282,528,223,False,254,True,True
417,Doliprane 1000mg,2025-04,66.2,88.78,22.58,129,MA-BATCH-91849,DROPS,AVAILABLE,13,106,413,False,274,True,True
418,Aerius 5mg,2025-08,168.68,194.66,25.98,114,MA-BATCH-69087,CREAM,AVAILABLE,269,37,94,False,484,True,True
419,Azix 500mg,2025-07,115.35,128.86,13.51,118,MA-BATCH-89470,CREAM,AVAILABLE,573,210,496,False,369,True,True
420,Rhinathiol,2028-07,31.97,42.11,10.14,93,MA-BATCH-77811,INJECTION,AVAILABLE,116,88,482,False,433,True,True
421,Augmentin 1g,2026-11,152.21,181.33,29.12,148,MA-BATCH-30949,INJECTION,AVAILABLE,68,488,43,False,378,True,True
422,Augmentin 1g,2026-06,67.94,74.48,6.54,137,MA-BATCH-43499,CAPSULE,AVAILABLE,660,553,69,False,311,True,True
423,Spasfon,2027-04,72.38,95.37,22.99,38,MA-BATCH-41380,SYRUP,AVAILABLE,593,608,522,False,93,True,True
424,Azix 500mg,2025-08,61.58,87.91,26.33,36,MA-BATCH-73173,CAPSULE,AVAILABLE,573,45,69,False,358,True,True
425,Ventoline 100mcg,2028-09,69.49,119.28,49.79,108,MA-BATCH-89266,SYRUP,AVAILABLE,5,208,7,False,87,True,True
426,Ventoline 100mcg,2028-03,145.13,168.88,23.75,40,MA-BATCH-60364,INJECTION,AVAILABLE,607,574,228,False,140,True,True
427,Dafalgan 1g,2026-06,67.25,107.34,40.09,15,MA-BATCH-77876,CAPSULE,AVAILABLE,308,437,110,False,132,True,True
428,Azix 500mg,2025-09,15.73,50.67,34.94,48,MA-BATCH-83964,INJECTION,AVAILABLE,129,9,468,False,401,True,True
429,Ventoline 100mcg,2028-08,151.73,187.29,35.56,42,MA-BATCH-69753,DROPS,AVAILABLE,119,124,514,False,159,True,True
430,Doliprane 1000mg,2028-04,38.13,50.18,12.05,123,MA-BATCH-88976,TABLET,AVAILABLE,9,454,85,False,84,True,True
431,Smecta,2026-04,27.08,77.58,50.5,71,MA-BATCH-98491,CAPSULE,AVAILABLE,501,222,54,False,188,True,True
432,Rhinathiol,2028-02,136.91,168.5,31.59,114,MA-BATCH-91139,DROPS,AVAILABLE,438,124,487,False,65,True,True
433,Paracetamol Cooper,2027-07,77.07,121.11,44.04,111,MA-BATCH-69671,INJECTION,AVAILABLE,304,42,387,False,278,True,True
434,Voltaren 50mg,2025-01,156.02,171.73,15.71,68,MA-BATCH-58056,SYRUP,AVAILABLE,166,289,142,False,355,True,True
435,Augmentin 1g,2028-10,77.68,121.88,44.2,50,MA-BATCH-33894,SYRUP,AVAILABLE,91,594,78,False,399,True,True
436,Spasfon,2028-01,57.63,116.75,59.12,3,MA-BATCH-47291,INJECTION,AVAILABLE,250,432,52,True,400,True,True
437,Azix 500mg,2025-02,33.81,65.92,32.11,150,MA-BATCH-53090,TABLET,AVAILABLE,99,45,71,False,213,True,True
438,Amoxil 500mg,2025-01,131.96,186.98,55.02,107,MA-BATCH-14285,SYRUP,AVAILABLE,411,358,214,False,352,True,True
439,Azix 500mg,2028-09,58.17,88.95,30.78,86,MA-BATCH-36647,SYRUP,AVAILABLE,327,296,520,False,266,True,True
440,Smecta,2026-02,132.77,157.47,24.7,22,MA-BATCH-84770,INJECTION,AVAILABLE,484,584,94,False,428,True,True
441,Paracetamol Cooper,2028-11,56.6,74.94,18.34,129,MA-BATCH-47176,DROPS,AVAILABLE,246,160,24,False,458,True,True
442,Paracetamol Cooper,2026-11,49.27,106.1,56.83,126,MA-BATCH-65480,CAPSULE,AVAILABLE,150,531,146,False,168,True,True
443,Dafalgan 1g,2028-11,79.82,103.14,23.32,42,MA-BATCH-48023,TABLET,AVAILABLE,41,36,145,False,20,True,True
444,Aspegic 100mg,2027-11,105.11,146.63,41.52,22,MA-BATCH-59412,TABLET,AVAILABLE,328,89,25,False,296,True,True
445,Paracetamol Cooper,2028-02,141.34,161.73,20.39,36,MA-BATCH-95419,SYRUP,AVAILABLE,59,203,241,False,173,True,True
446,Aspegic 100mg,2028-10,163.27,214.75,51.48,55,MA-BATCH-36315,TABLET,AVAILABLE,92,60,59,False,379,True,True
447,Amoxil 500mg,2026-02,21.22,29.1,7.88,150,MA-BATCH-68113,CREAM,AVAILABLE,117,4,318,False,447,True,True
448,Aspegic 100mg,2026-06,150.95,209.14,58.19,44,MA-BATCH-46527,TABLET,AVAILABLE,344,557,185,False,329,True,True
449,Aspegic 100mg,2025-05,127.69,166.88,39.19,58,MA-BATCH-38917,DROPS,AVAILABLE,455,428,435,False,55,True,True
450,Rhinathiol,2025-09,55.0,82.96,27.96,43,MA-BATCH-20793,SYRUP,AVAILABLE,141,440,533,False,44,True,True
451,Azix 500mg,2027-08,72.55,131.68,59.13,146,MA-BATCH-43611,INJECTION,AVAILABLE,4,356,226,False,47,True,True
452,Magne B6,2025-06,178.93,231.4,52.47,22,MA-BATCH-81890,SYRUP,AVAILABLE,251,9,444,False,264,True,True
453,Doliprane 500mg,2027-03,168.43,206.69,38.26,128,MA-BATCH-83098,CREAM,AVAILABLE,128,316,144,False,351,True,True
454,Doliprane 1000mg,2027-11,84.66,102.46,17.8,104,MA-BATCH-23611,INJECTION,AVAILABLE,498,438,491,False,363,True,True
455,Magne B6,2028-03,158.02,191.02,33.0,122,MA-BATCH-79569,CREAM,AVAILABLE,222,419,242,False,231,True,True
456,Aspegic 100mg,2025-02,104.88,159.71,54.83,91,MA-BATCH-95818,INJECTION,AVAILABLE,656,166,471,False,483,True,True
457,Paracetamol Cooper,2028-07,81.25,118.82,37.57,47,MA-BATCH-68176,CREAM,AVAILABLE,528,12,200,False,239,True,True
458,Dafalgan 1g,2027-03,121.19,130.9,9.71,101,MA-BATCH-82128,DROPS,AVAILABLE,617,551,1,False,247,True,True
459,Spasfon,2025-03,63.09,100.2,37.11,81,MA-BATCH-54747,CREAM,AVAILABLE,489,492,477,False,87,True,True
460,Doliprane 1000mg,2028-05,86.58,145.18,58.6,126,MA-BATCH-81964,SYRUP,AVAILABLE,571,379,545,False,22,True,True
461,Doliprane 500mg,2025-08,67.32,123.16,55.84,74,MA-BATCH-60794,CAPSULE,AVAILABLE,495,565,193,False,302,True,True
462,Rhinathiol,2028-06,26.55,76.81,50.26,90,MA-BATCH-22165,CREAM,AVAILABLE,546,452,83,False,341,True,True
463,Doliprane 1000mg,2028-01,33.83,92.56,58.73,134,MA-BATCH-95391,CAPSULE,AVAILABLE,45,5,189,False,144,True,True
464,Aerius 5mg,2028-09,59.51,103.23,43.72,46,MA-BATCH-74392,CAPSULE,AVAILABLE,655,475,51,False,330,True,True
465,Doliprane 500mg,2026-01,53.43,59.35,5.92,36,MA-BATCH-23326,DROPS,AVAILABLE,154,349,14,False,42,True,True
466,Dafalgan 1g,2028-05,121.22,147.75,26.53,9,MA-BATCH-84923,TABLET,AVAILABLE,412,616,353,False,86,True,True
467,Augmentin 1g,2028-10,179.25,193.16,13.91,48,MA-BATCH-25606,DROPS,AVAILABLE,575,17,394,False,96,True,True
468,Dafalgan 1g,2026-01,161.26,167.01,5.75,127,MA-BATCH-44298,SYRUP,AVAILABLE,395,434,143,False,142,True,True
469,Rhinathiol,2026-08,130.79,167.37,36.58,93,MA-BATCH-93238,CAPSULE,AVAILABLE,26,335,507,False,462,True,True
470,Magne B6,2027-07,144.01,154.07,10.06,70,MA-BATCH-88323,CAPSULE,AVAILABLE,418,508,262,False,35,True,True
471,Magne B6,2026-06,133.86,168.71,34.85,126,MA-BATCH-49836,CAPSULE,AVAILABLE,382,225,261,False,179,True,True
472,Azix 500mg,2028-06,134.55,154.99,20.44,109,MA-BATCH-77385,SYRUP,AVAILABLE,275,519,204,False,412,True,True
473,Amoxil 500mg,2027-11,63.95,109.73,45.78,58,MA-BATCH-66224,DROPS,AVAILABLE,164,427,507,False,120,True,True
474,Dafalgan 1g,2027-04,86.64,113.18,26.54,76,MA-BATCH-13840,DROPS,AVAILABLE,472,485,374,False,278,True,True
475,Rhinathiol,2026-03,92.71,148.55,55.84,74,MA-BATCH-95255,INJECTION,AVAILABLE,625,575,224,False,346,True,True
476,Aspegic 100mg,2028-10,151.8,170.65,18.85,62,MA-BATCH-54199,CREAM,AVAILABLE,33,365,25,False,400,True,True
477,Doliprane 1000mg,2027-12,134.47,156.28,21.81,15,MA-BATCH-88103,SYRUP,AVAILABLE,545,276,411,False,247,True,True
478,Smecta,2028-04,42.26,92.51,50.25,13,MA-BATCH-32572,CREAM,AVAILABLE,201,581,47,False,366,True,True
479,Spasfon,2026-10,92.13,109.63,17.5,125,MA-BATCH-45342,DROPS,AVAILABLE,354,5,248,False,297,True,True
480,Spasfon,2027-09,167.69,176.18,8.49,35,MA-BATCH-24409,CAPSULE,AVAILABLE,40,136,5,False,163,True,True
481,Augmentin 1g,2025-05,178.76,185.03,6.27,47,MA-BATCH-55012,SYRUP,AVAILABLE,67,143,476,False,315,True,True
482,Voltaren 50mg,2026-08,58.7,101.31,42.61,59,MA-BATCH-53333,SYRUP,AVAILABLE,81,103,115,False,82,True,True
483,Paracetamol Cooper,2027-03,54.44,78.83,24.39,7,MA-BATCH-56919,SYRUP,AVAILABLE,472,271,153,False,292,True,True
484,Aspegic 100mg,2027-02,86.63,128.79,42.16,46,MA-BATCH-16699,CREAM,AVAILABLE,373,508,229,False,280,True,True
485,Spasfon,2027-05,46.75,91.07,44.32,89,MA-BATCH-20518,CAPSULE,AVAILABLE,648,442,42,False,418,True,True
486,Doliprane 500mg,2026-06,114.6,169.59,54.99,20,MA-BATCH-20275,INJECTION,AVAILABLE,312,353,367,False,170,True,True
487,Dafalgan 1g,2025-07,139.71,156.81,17.1,116,MA-BATCH-72115,SYRUP,AVAILABLE,557,111,426,False,243,True,True
488,Aerius 5mg,2025-03,47.97,77.29,29.32,98,MA-BATCH-21386,DROPS,AVAILABLE,326,488,384,False,226,True,True
489,Azix 500mg,2028-05,133.66,180.6,46.94,42,MA-BATCH-23304,SYRUP,AVAILABLE,435,30,527,False,141,True,True
490,Doliprane 1000mg,2028-03,101.74,134.85,33.11,113,MA-BATCH-87221,CREAM,AVAILABLE,61,435,240,False,52,True,True
491,Voltaren 50mg,2026-10,114.58,143.31,28.73,5,MA-BATCH-54043,TABLET,AVAILABLE,447,506,61,True,169,True,True
492,Azix 500mg,2026-03,70.37,114.55,44.18,138,MA-BATCH-98759,DROPS,AVAILABLE,429,452,234,False,356,True,True
493,Aerius 5mg,2027-04,147.63,204.75,57.12,55,MA-BATCH-79601,CREAM,AVAILABLE,544,40,316,False,267,True,True
494,Dafalgan 1g,2026-01,71.79,128.26,56.47,74,MA-BATCH-58404,CREAM,AVAILABLE,249,411,305,False,197,True,True
495,Augmentin 1g,2026-12,22.62,64.99,42.37,141,MA-BATCH-24033,SYRUP,AVAILABLE,262,136,483,False,195,True,True
496,Voltaren 50mg,2026-10,141.57,170.86,29.29,119,MA-BATCH-18378,TABLET,AVAILABLE,340,300,25,False,393,True,True
497,Smecta,2026-11,62.06,81.29,19.23,21,MA-BATCH-42601,INJECTION,AVAILABLE,630,382,231,False,478,True,True
498,Doliprane 500mg,2028-08,146.26,200.02,53.76,40,MA-BATCH-98893,DROPS,AVAILABLE,110,329,17,False,218,True,True
499,Azix 500mg,2026-07,39.27,76.42,37.15,119,MA-BATCH-54529,TABLET,AVAILABLE,463,219,166,False,270,True,True
500,Amoxil 500mg,2025-12,33.4,61.9,28.5,21,MA-BATCH-74116,SYRUP,AVAILABLE,634,160,161,False,60,True,True
501,Ventoline 100mcg,2025-06,112.96,131.5,18.54,145,MA-BATCH-38551,DROPS,AVAILABLE,472,446,496,False,68,True,True
502,Doliprane 1000mg,2028-08,142.52,167.26,24.74,144,MA-BATCH-67943,DROPS,AVAILABLE,300,355,83,False,201,True,True
503,Doliprane 1000mg,2027-01,157.46,165.57,8.11,70,MA-BATCH-33275,TABLET,AVAILABLE,135,387,534,False,134,True,True
504,Smecta,2026-12,107.48,143.0,35.52,8,MA-BATCH-93617,CAPSULE,AVAILABLE,57,175,324,False,267,True,True
505,Rhinathiol,2026-11,80.96,127.83,46.87,12,MA-BATCH-16229,CAPSULE,AVAILABLE,9,620,211,False,149,True,True
506,Doliprane 500mg,2027-11,82.33,125.27,42.94,89,MA-BATCH-80316,DROPS,AVAILABLE,150,246,435,False,287,True,True
507,Dafalgan 1g,2026-08,98.32,105.78,7.46,62,MA-BATCH-19394,TABLET,AVAILABLE,322,103,250,False,135,True,True
508,Dafalgan 1g,2027-03,61.33,69.64,8.31,139,MA-BATCH-10382,TABLET,AVAILABLE,241,549,174,False,195,True,True
509,Aspegic 100mg,2026-11,146.36,160.92,14.56,140,MA-BATCH-20065,DROPS,AVAILABLE,397,536,125,False,380,True,True
510,Amoxil 500mg,2025-04,143.66,171.27,27.61,106,MA-BATCH-84100,DROPS,AVAILABLE,89,491,252,False,387,True,True
511,Ventoline 100mcg,2027-11,77.76,83.45,5.69,130,MA-BATCH-66152,INJECTION,AVAILABLE,189,48,44,False,21,True,True
512,Azix 500mg,2025-08,73.34,82.78,9.44,25,MA-BATCH-11158,INJECTION,AVAILABLE,117,445,248,False,147,True,True
513,Dafalgan 1g,2027-02,107.5,160.42,52.92,7,MA-BATCH-38402,INJECTION,AVAILABLE,7,542,381,False,51,True,True
514,Smecta,2025-10,141.18,194.7,53.52,149,MA-BATCH-94224,CAPSULE,AVAILABLE,371,266,373,False,225,True,True
515,Paracetamol Cooper,2027-06,114.91,127.71,12.8,101,MA-BATCH-25058,CREAM,AVAILABLE,191,465,439,False,265,True,True
516,Aerius 5mg,2028-03,27.91,57.07,29.16,29,MA-BATCH-65791,SYRUP,AVAILABLE,599,363,411,False,64,True,True
517,Augmentin 1g,2028-09,37.19,64.28,27.09,97,MA-BATCH-13310,CAPSULE,AVAILABLE,373,507,213,False,244,True,True
518,Smecta,2028-12,31.24,66.19,34.95,134,MA-BATCH-16099,SYRUP,AVAILABLE,144,223,296,False,351,True,True
519,Dafalgan 1g,2028-07,77.83,86.62,8.79,76,MA-BATCH-74780,INJECTION,AVAILABLE,210,224,1,False,161,True,True
520,Magne B6,2028-02,171.99,183.06,11.07,117,MA-BATCH-49084,SYRUP,AVAILABLE,642,105,384,False,105,True,True
521,Azix 500mg,2028-04,63.76,81.23,17.47,101,MA-BATCH-64481,CAPSULE,AVAILABLE,491,28,257,False,208,True,True
522,Amoxil 500mg,2028-10,66.68,101.31,34.63,144,MA-BATCH-73312,TABLET,AVAILABLE,222,387,237,False,11,True,True
523,Aspegic 100mg,2026-07,19.67,54.44,34.77,124,MA-BATCH-39755,DROPS,AVAILABLE,81,353,186,False,392,True,True
524,Azix 500mg,2026-08,172.09,219.96,47.87,29,MA-BATCH-17556,INJECTION,AVAILABLE,338,613,229,False,153,True,True
525,Azix 500mg,2028-12,25.63,80.56,54.93,12,MA-BATCH-99861,SYRUP,AVAILABLE,593,97,84,False,288,True,True
526,Doliprane 500mg,2027-08,89.52,101.58,12.06,40,MA-BATCH-77973,SYRUP,AVAILABLE,21,90,550,False,68,True,True
527,Spasfon,2025-08,88.65,125.74,37.09,102,MA-BATCH-98754,INJECTION,AVAILABLE,539,534,259,False,436,True,True
528,Voltaren 50mg,2028-10,110.13,164.32,54.19,148,MA-BATCH-17455,CAPSULE,AVAILABLE,166,139,110,False,261,True,True
529,Spasfon,2027-07,35.5,55.85,20.35,104,MA-BATCH-77735,DROPS,AVAILABLE,98,567,548,False,349,True,True
530,Ventoline 100mcg,2028-02,31.83,88.56,56.73,2,MA-BATCH-37690,DROPS,AVAILABLE,321,417,250,True,58,True,True
531,Ventoline 100mcg,2026-10,178.87,194.88,16.01,24,MA-BATCH-58040,CAPSULE,AVAILABLE,460,183,425,False,62,True,True
532,Azix 500mg,2026-08,84.06,105.84,21.78,105,MA-BATCH-83472,CREAM,AVAILABLE,73,91,217,False,279,True,True
533,Amoxil 500mg,2025-07,155.74,199.82,44.08,148,MA-BATCH-31848,DROPS,AVAILABLE,49,117,213,False,339,True,True
534,Augmentin 1g,2028-06,150.84,183.32,32.48,109,MA-BATCH-99557,DROPS,AVAILABLE,176,118,399,False,123,True,True
535,Doliprane 500mg,2025-04,147.41,190.42,43.01,107,MA-BATCH-71630,CREAM,AVAILABLE,540,338,275,False,306,True,True
536,Ventoline 100mcg,2025-04,21.04,72.67,51.63,79,MA-BATCH-98153,SYRUP,AVAILABLE,616,366,303,False,200,True,True
537,Paracetamol Cooper,2027-12,100.12,123.43,23.31,57,MA-BATCH-40725,DROPS,AVAILABLE,613,601,127,False,88,True,True
538,Azix 500mg,2026-03,94.5,114.81,20.31,55,MA-BATCH-52225,CAPSULE,AVAILABLE,109,449,279,False,45,True,True
539,Azix 500mg,2027-09,152.55,196.08,43.53,47,MA-BATCH-18751,DROPS,AVAILABLE,261,506,432,False,469,True,True
540,Rhinathiol,2026-07,44.62,101.05,56.43,46,MA-BATCH-14891,TABLET,AVAILABLE,556,405,239,False,302,True,True
541,Rhinathiol,2026-12,113.71,138.4,24.69,25,MA-BATCH-82726,CAPSULE,AVAILABLE,326,240,97,False,170,True,True
542,Voltaren 50mg,2025-08,79.29,126.97,47.68,62,MA-BATCH-62421,CREAM,AVAILABLE,678,346,48,False,343,True,True
543,Amoxil 500mg,2027-10,111.88,155.15,43.27,78,MA-BATCH-70924,SYRUP,AVAILABLE,645,285,33,False,297,True,True
544,Ventoline 100mcg,2025-08,177.57,216.19,38.62,45,MA-BATCH-93368,SYRUP,AVAILABLE,337,96,429,False,215,True,True
545,Ventoline 100mcg,2026-10,98.86,107.52,8.66,52,MA-BATCH-35180,INJECTION,AVAILABLE,464,30,490,False,364,True,True
546,Aspegic 100mg,2027-01,37.45,68.79,31.34,57,MA-BATCH-33626,CAPSULE,AVAILABLE,136,176,175,False,386,True,True
547,Paracetamol Cooper,2026-01,155.41,175.28,19.87,134,MA-BATCH-98304,SYRUP,AVAILABLE,190,241,445,False,170,True,True
548,Rhinathiol,2025-11,65.91,71.7,5.79,139,MA-BATCH-50632,CAPSULE,AVAILABLE,275,173,304,False,399,True,True
549,Magne B6,2026-11,175.38,228.37,52.99,69,MA-BATCH-14039,SYRUP,AVAILABLE,287,251,377,False,13,True,True
550,Azix 500mg,2027-12,130.12,152.04,21.92,105,MA-BATCH-21909,TABLET,AVAILABLE,528,437,67,False,182,True,True
551,Smecta,2027-02,83.73,103.8,20.07,147,MA-BATCH-74879,CAPSULE,AVAILABLE,198,553,67,False,469,True,True
552,Aerius 5mg,2026-05,46.77,53.91,7.14,79,MA-BATCH-52570,TABLET,AVAILABLE,649,58,521,False,475,True,True
553,Magne B6,2025-01,151.07,177.27,26.2,19,MA-BATCH-36166,CAPSULE,AVAILABLE,393,328,274,False,102,True,True
554,Dafalgan 1g,2025-11,138.64,176.29,37.65,44,MA-BATCH-41701,INJECTION,AVAILABLE,392,391,444,False,308,True,True
555,Spasfon,2026-10,124.55,184.49,59.94,44,MA-BATCH-40635,SYRUP,AVAILABLE,551,393,96,False,301,True,True
556,Magne B6,2026-10,56.26,107.17,50.91,138,MA-BATCH-12128,CREAM,AVAILABLE,237,313,130,False,153,True,True
557,Paracetamol Cooper,2025-07,122.86,175.09,52.23,75,MA-BATCH-98257,SYRUP,AVAILABLE,525,193,277,False,219,True,True
558,Smecta,2026-04,46.57,95.9,49.33,132,MA-BATCH-37353,INJECTION,AVAILABLE,380,105,540,False,205,True,True
559,Rhinathiol,2028-06,86.97,125.65,38.68,9,MA-BATCH-47744,SYRUP,AVAILABLE,292,256,181,False,206,True,True
560,Doliprane 1000mg,2027-06,170.72,227.68,56.96,141,MA-BATCH-68951,CAPSULE,AVAILABLE,210,349,23,False,305,True,True
561,Smecta,2027-10,157.22,171.19,13.97,143,MA-BATCH-72862,DROPS,AVAILABLE,9,255,438,False,423,True,True
562,Augmentin 1g,2027-06,164.21,217.26,53.05,108,MA-BATCH-52299,CREAM,AVAILABLE,99,482,415,False,178,True,True
563,Doliprane 1000mg,2026-01,22.39,52.57,30.18,140,MA-BATCH-87583,CREAM,AVAILABLE,349,281,140,False,291,True,True
564,Aspegic 100mg,2027-12,98.93,128.97,30.04,70,MA-BATCH-90022,DROPS,AVAILABLE,412,387,529,False,232,True,True
565,Doliprane 1000mg,2027-08,85.9,123.3,37.4,148,MA-BATCH-63553,DROPS,AVAILABLE,110,469,23,False,456,True,True
566,Aerius 5mg,2025-02,157.44,209.47,52.03,149,MA-BATCH-44191,CREAM,AVAILABLE,451,85,83,False,23,True,True
567,Azix 500mg,2027-12,173.96,190.78,16.82,134,MA-BATCH-68724,TABLET,AVAILABLE,345,402,492,False,434,True,True
568,Spasfon,2025-11,74.15,102.92,28.77,83,MA-BATCH-20036,CREAM,AVAILABLE,518,433,21,False,361,True,True
569,Azix 500mg,2027-10,30.83,62.86,32.03,74,MA-BATCH-99534,SYRUP,AVAILABLE,210,291,213,False,198,True,True
570,Azix 500mg,2027-01,115.76,155.94,40.18,111,MA-BATCH-46469,CAPSULE,AVAILABLE,18,344,419,False,219,True,True
571,Smecta,2028-06,156.38,193.09,36.71,58,MA-BATCH-15971,SYRUP,AVAILABLE,271,183,446,False,46,True,True
572,Rhinathiol,2026-06,92.82,136.49,43.67,150,MA-BATCH-68419,TABLET,AVAILABLE,308,35,134,False,179,True,True
573,Ventoline 100mcg,2027-12,24.19,76.61,52.42,61,MA-BATCH-66076,DROPS,AVAILABLE,177,386,309,False,273,True,True
574,Magne B6,2026-09,178.8,187.72,8.92,105,MA-BATCH-47686,CREAM,AVAILABLE,251,417,54,False,353,True,True
575,Aspegic 100mg,2026-01,78.58,101.35,22.77,89,MA-BATCH-21086,TABLET,AVAILABLE,82,145,450,False,291,True,True
576,Rhinathiol,2026-01,110.39,148.45,38.06,21,MA-BATCH-48528,DROPS,AVAILABLE,516,378,151,False,474,True,True
577,Paracetamol Cooper,2027-09,158.26,202.21,43.95,117,MA-BATCH-72239,TABLET,AVAILABLE,222,397,336,False,222,True,True
578,Smecta,2026-05,39.2,96.19,56.99,108,MA-BATCH-99129,CAPSULE,AVAILABLE,217,610,265,False,216,True,True
579,Amoxil 500mg,2026-02,98.93,136.81,37.88,62,MA-BATCH-19429,DROPS,AVAILABLE,155,201,228,False,199,True,True
580,Azix 500mg,2025-08,87.56,115.75,28.19,122,MA-BATCH-38814,TABLET,AVAILABLE,458,309,287,False,453,True,True
581,Paracetamol Cooper,2026-11,73.96,104.35,30.39,109,MA-BATCH-27813,INJECTION,AVAILABLE,251,402,456,False,285,True,True
582,Smecta,2028-08,66.67,73.93,7.26,141,MA-BATCH-74984,CAPSULE,AVAILABLE,628,280,294,False,342,True,True
583,Voltaren 50mg,2027-03,54.51,75.2,20.69,128,MA-BATCH-56418,SYRUP,AVAILABLE,457,471,260,False,459,True,True
584,Ventoline 100mcg,2028-07,151.26,157.77,6.51,61,MA-BATCH-65036,CREAM,AVAILABLE,487,289,26,False,145,True,True
585,Spasfon,2028-08,158.9,165.14,6.24,122,MA-BATCH-20553,CAPSULE,AVAILABLE,612,456,360,False,112,True,True
586,Rhinathiol,2026-11,64.18,73.36,9.18,120,MA-BATCH-37257,TABLET,AVAILABLE,637,603,60,False,413,True,True
587,Doliprane 1000mg,2027-12,20.33,64.8,44.47,146,MA-BATCH-63613,CAPSULE,AVAILABLE,408,366,519,False,86,True,True
588,Amoxil 500mg,2027-04,54.96,75.94,20.98,67,MA-BATCH-53716,DROPS,AVAILABLE,673,433,375,False,135,True,True
589,Paracetamol Cooper,2026-07,71.42,86.34,14.92,51,MA-BATCH-14180,DROPS,AVAILABLE,14,38,267,False,248,True,True
590,Aspegic 100mg,2025-01,19.77,79.74,59.97,20,MA-BATCH-42180,CAPSULE,AVAILABLE,599,371,432,False,49,True,True
591,Doliprane 500mg,2028-06,27.98,70.9,42.92,128,MA-BATCH-21372,CREAM,AVAILABLE,105,326,515,False,120,True,True
592,Doliprane 500mg,2028-07,138.56,168.19,29.63,70,MA-BATCH-50889,DROPS,AVAILABLE,314,482,460,False,227,True,True
593,Doliprane 1000mg,2028-11,167.35,200.44,33.09,104,MA-BATCH-46787,DROPS,AVAILABLE,473,598,422,False,214,True,True
594,Voltaren 50mg,2026-12,125.75,177.97,52.22,98,MA-BATCH-12073,DROPS,AVAILABLE,382,137,378,False,216,True,True
595,Magne B6,2025-09,71.61,109.63,38.02,95,MA-BATCH-91110,TABLET,AVAILABLE,283,169,239,False,364,True,True
596,Paracetamol Cooper,2026-08,53.21,98.36,45.15,147,MA-BATCH-47456,TABLET,AVAILABLE,324,285,493,False,358,True,True
597,Smecta,2026-02,54.92,89.35,34.43,44,MA-BATCH-17182,CAPSULE,AVAILABLE,69,222,91,False,282,True,True
598,Aerius 5mg,2027-08,79.11,85.88,6.77,124,MA-BATCH-41933,SYRUP,AVAILABLE,566,605,93,False,139,True,True
599,Ventoline 100mcg,2026-05,89.87,135.61,45.74,86,MA-BATCH-49220,CAPSULE,AVAILABLE,132,3,193,False,177,True,True
600,Augmentin 1g,2026-12,114.94,135.45,20.51,4,MA-BATCH-76132,INJECTION,AVAILABLE,661,232,366,True,52,True,True
601,Azix 500mg,2028-05,103.65,149.77,46.12,104,MA-BATCH-75129,INJECTION,AVAILABLE,310,98,209,False,56,True,True
602,Dafalgan 1g,2026-01,174.95,230.48,55.53,19,MA-BATCH-56575,CREAM,AVAILABLE,383,201,274,False,471,True,True
603,Augmentin 1g,2025-06,170.87,198.88,28.01,81,MA-BATCH-91526,CREAM,AVAILABLE,551,374,172,False,365,True,True
604,Rhinathiol,2027-10,34.62,69.89,35.27,83,MA-BATCH-91248,TABLET,AVAILABLE,592,536,311,False,371,True,True
605,Paracetamol Cooper,2026-09,161.22,209.87,48.65,19,MA-BATCH-53292,CAPSULE,AVAILABLE,532,114,386,False,245,True,True
606,Voltaren 50mg,2026-02,71.95,111.1,39.15,55,MA-BATCH-38880,CAPSULE,AVAILABLE,546,586,94,False,290,True,True
607,Doliprane 500mg,2026-09,162.1,209.2,47.1,14,MA-BATCH-43842,INJECTION,AVAILABLE,194,266,131,False,370,True,True
608,Aspegic 100mg,2026-02,115.11,165.01,49.9,79,MA-BATCH-89726,CAPSULE,AVAILABLE,589,475,248,False,400,True,True
